UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,HeuristicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
79131,79131,0,79153,79131,0.0277943,53976,25155,1,20584,20584,19630,16800,7.73617,7.55811,10,10,5,2
