UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,HeuristicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
11380.5,11380.5,0,11387,11380.5,0.0570826,3454.5,7926,1,6854,6854,6833,6633,0.690999,0.681617,2,8,3,0.5
