UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
17117.5,17117.5,0,17300.5,17117.5,1.05777,6036.5,11081,1,5952,5952,5040,27.5894,27.5355,8,10,5,0.5
