UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
35042,35042,0,35184,35042,0.403593,11795,23247,1,12036,12036,11253,14.157,14.0215,10,10,3,0.5
