UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
3805,3805,0,3805,3805,0,869,2936,1,400,400,378,0.383336,0.380887,2,5,5,0.5
