UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
13760,13760,0,13920,13760,1.14943,10950,2810,1,653,653,450,0.242196,0.239325,5,5,5,2
