UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
11514.5,11514.5,0,11514.5,11514.5,0,2321.5,9193,1,1357,1357,1320,2.07004,2.06396,2,10,5,0.5
