UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
30517,30517,0,32648,30517,6.5272,23288,7229,1,3144,3144,2320,142.848,142.822,8,8,3,2
