UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
25336,25336,0,25614,25336,1.08534,9955,15381,1,6400,6400,5200,628.875,628.78,8,10,3,0.5
