UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
33746,33746,0,33758,33746,0.0355471,20544,13202,1,3784,3784,3040,9.43529,9.40513,8,10,3,2
