UB,LB,gap(%),InitObj,RootLB,gap_lb(%),AlphaSumServiceTime,SumProductionCost,NumNodes,AllColumn,RootColumn,DynamicColumn,AllTime,RootTime,Mach,Job_rate,Fam,pre_factor
14327,14327,0,14680,14327,2.40463,11250,3077,1,1064,1064,560,0.672357,0.667849,8,5,8,2
